,name,world,skill_name,vocation,skill_level,updated_at
2045,Aloyz,kalibra,Sword Fighting,knight,131,2026-01-26 19:04:26.054883
2046,Aluxi,kalibra,Magic Level,master sorcerer,138,2026-01-26 19:04:26.054883
2047,Amzte,kalibra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2048,Angry Bad,kalibra,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
2049,Ara gornn,kalibra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
2050,Arqueira Bronzeada,kalibra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2051,Assadyon,kalibra,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
2052,Bello John,kalibra,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
2053,Black Berett,kalibra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
2054,Blind Bunny,kalibra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
2055,Bret Daold,kalibra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
2056,Brollhy,kalibra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
2057,Brunz,kalibra,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
2058,Caffeina Implacavel,kalibra,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
2059,Cahcorrea,kalibra,Distance Fighting,royal paladin,147,2026-01-26 19:04:26.054883
2060,Cangaceiro Lacerda,kalibra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
2061,Catando Pata Urso,kalibra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
2062,Celsiin,kalibra,Sword Fighting,elite knight,138,2026-01-26 19:04:26.054883
2063,Chapellero Maluko,kalibra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
2064,Churras Kiing,kalibra,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
2065,Cirokids,kalibra,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
2066,Digao Implacavel,kalibra,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
2067,Ditrikz,kalibra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2068,Djokovic,kalibra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
2069,Dolce Gucci,kalibra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
2070,Domenichellii,kalibra,Magic Level,master sorcerer,135,2026-01-26 19:04:26.054883
2071,Dragao Barbaro,kalibra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
2072,Dreamfiree,kalibra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
2073,Drkzin,kalibra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
2074,Dropzerah,kalibra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
2075,Dukz Paladin,kalibra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2076,Eder,kalibra,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
2077,Ekmarada,kalibra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
2078,Elite'Niitrox,kalibra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2079,Eogui,kalibra,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
2080,Extraterrestre,kalibra,Shielding,elite knight,126,2026-01-26 19:04:26.054883
2081,Firemanz,kalibra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
2082,Fus Evil,kalibra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
2083,Gesiian,kalibra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
2084,Gijet,kalibra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
2085,Guiixd,kalibra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
2086,Halzor Megalomaniaco,kalibra,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
2087,Helius Supremacy,kalibra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2088,Hezzorsz,kalibra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
2089,Hirius,kalibra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
2090,Hugueraxx,kalibra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
2091,Icarusek,kalibra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
2092,Itz Szkucio,kalibra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
2093,Jackson Knight,kalibra,Sword Fighting,elite knight,143,2026-01-26 19:04:26.054883
2094,Jhann,kalibra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
2095,Joseh Implacavel,kalibra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
2096,Jugusz,kalibra,Magic Level,master sorcerer,136,2026-01-26 19:04:26.054883
2097,Junkz,kalibra,Magic Level,master sorcerer,138,2026-01-26 19:04:26.054883
2098,Jussa,kalibra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
2099,Kabranth,kalibra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
2100,Keida,kalibra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
2101,Kera Winnus,kalibra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
2102,Kinight Blackdark,kalibra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
2103,Korzus Koranav,kalibra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
2104,Krueger,kalibra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
2105,Leandrin Predator,kalibra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
2106,Linus Striker,kalibra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2107,Lukeius,kalibra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
2108,Machado Purosangue,kalibra,Axe Fighting,elite knight,139,2026-01-26 19:04:26.054883
2109,Mage Pura Fibra,kalibra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
2110,Moonryell,kalibra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
2111,Morgana Fisher,kalibra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
2112,Moserek,kalibra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2113,Mush Kito,kalibra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
2114,Nick Skumur,kalibra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
2115,Pandaflix,kalibra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
2116,Paulox Toxico,kalibra,Distance Fighting,royal paladin,141,2026-01-26 19:04:26.054883
2117,Prizs,kalibra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
2118,Projektt,kalibra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
2119,Qiih,kalibra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
2120,Rainerek,kalibra,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
2121,Red Vesgo,kalibra,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
2122,Renato Winchester,kalibra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
2123,Rennan Arrogante,kalibra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2124,Roasted Pigeon,kalibra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
2125,Roneysz,kalibra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
2126,Rovaar,kalibra,Club Fighting,elite knight,132,2026-01-26 19:04:26.054883
2127,Sayrum Halin,kalibra,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
2128,Serz,kalibra,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
2129,Shady Exile,kalibra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
2130,Shaolin Beam,kalibra,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
2131,Shoxiez,kalibra,Magic Level,master sorcerer,136,2026-01-26 19:04:26.054883
2132,Sihid Drakell,kalibra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
2133,Sin Blade,kalibra,Magic Level,master sorcerer,137,2026-01-26 19:04:26.054883
2134,Sky Megazzord,kalibra,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
2135,Smoothyz,kalibra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
2136,Starling Warlord,kalibra,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
2137,Starscream Sereno,kalibra,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
2138,Summoner Jack,kalibra,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
2139,Taviiz,kalibra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
2140,Tawyrl,kalibra,Club Fighting,knight,126,2026-01-26 19:04:26.054883
2141,Teko Brand,kalibra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
2142,Thiago Toaled,kalibra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
2143,Titanker,kalibra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
2144,Tomas Ferreira,kalibra,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
2145,Tora Naga,kalibra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
2146,Ultra Instintooo,kalibra,Sword Fighting,elite knight,138,2026-01-26 19:04:26.054883
2147,Unnathz,kalibra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
2148,Uriel Simacek,kalibra,Shielding,elite knight,123,2026-01-26 19:04:26.054883
2149,Urrk,kalibra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
2150,Ux Fatther,kalibra,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
2151,Vann Insane,kalibra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
2152,Vemior,kalibra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
2153,Xina Retorno,kalibra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
2154,Zapo Daold,kalibra,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
2155,Zenon Stylemonk,kalibra,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
2156,Celestial wizard,kalibra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
2157,Exalted Ragha,kalibra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
2158,Jamaica Tank,kalibra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
2159,Lord of the Shie,kalibra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
2160,Warglaiven,kalibra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
2161,Adamsz,citra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
2162,Aranveil,citra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
2163,Broom Capone,citra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
2164,Elsayed Elbadawi,citra,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
2165,Giant Rulex,citra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
2166,Luk ki,citra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
2167,Lukimonk,citra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
2168,Monkiemon,citra,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
2169,Pai Away,citra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
2170,Rynce jak rury,citra,Fist Fighting,exalted monk,116,2026-01-26 19:04:26.054883
2171,Sebbe Nonpvp,citra,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
2172,Szydercaa,citra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
2173,Aarath Silven,calmera,Distance Fighting,royal paladin,133,2026-01-26 19:04:26.054883
2174,Abaddon King Demon,calmera,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
2175,Abraxarba,calmera,Magic Level,sorcerer,128,2026-01-26 19:04:26.054883
2176,Alastor Redgrave,calmera,Club Fighting,elite knight,132,2026-01-26 19:04:26.054883
2177,Archulava,calmera,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
2178,Arwen Storm,calmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2179,Axxer,calmera,Axe Fighting,knight,130,2026-01-26 19:04:26.054883
2180,Barak The Crusher,calmera,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
2181,Barri Insane,calmera,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
2182,Beddy,calmera,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
2183,Belamira,calmera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2184,Belatrix,calmera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2185,Belatrix Rio,calmera,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
2186,Billy Paul,calmera,Distance Fighting,paladin,134,2026-01-26 19:04:26.054883
2187,Black Vatosay,calmera,Magic Level,master sorcerer,135,2026-01-26 19:04:26.054883
2188,Blackx Monk,calmera,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
2189,Braavee heart,calmera,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
2190,Champygnon,calmera,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
2191,Chuyinho,calmera,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
2192,Dark Baki,calmera,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
2193,Dark-Lich,calmera,Magic Level,sorcerer,135,2026-01-26 19:04:26.054883
2194,Darkness Prodigy,calmera,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
2195,Darth Luigi,calmera,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
2196,Dawox,calmera,Distance Fighting,royal paladin,144,2026-01-26 19:04:26.054883
2197,Dcoyy,calmera,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
2198,Demonic Crazy,calmera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2199,Dethfate,calmera,Magic Level,sorcerer,128,2026-01-26 19:04:26.054883
2200,Diiseased Mosai,calmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2201,Dred Redemption,calmera,Club Fighting,elite knight,132,2026-01-26 19:04:26.054883
2202,El Danielosky,calmera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
2203,Elite Nahaaris,calmera,Sword Fighting,elite knight,137,2026-01-26 19:04:26.054883
2204,Erudon,calmera,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
2205,Ervi Elorian,calmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2206,Esplandian,calmera,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
2207,Fenix in paladin,calmera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2208,Feriha,calmera,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
2209,Flokaa,calmera,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
2210,Garael,calmera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2211,Golem de hierro,calmera,Shielding,elite knight,124,2026-01-26 19:04:26.054883
2212,Green grinder,calmera,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
2213,Guerreira Maverick,calmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2214,Hajime no Ebo,calmera,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
2215,Hajpis,calmera,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
2216,Harry Kurk,calmera,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
2217,Hispano clubgod,calmera,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
2218,Hunter the Calmeran,calmera,Club Fighting,knight,126,2026-01-26 19:04:26.054883
2219,Hurakanfast,calmera,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
2220,Hyrox,calmera,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
2221,Jaz,calmera,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
2222,Jet Lill,calmera,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
2223,Kairos Skylight,calmera,Club Fighting,elite knight,132,2026-01-26 19:04:26.054883
2224,Kalambres,calmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2225,Kandor,calmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2226,Kaylord Zyde,calmera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
2227,Khur Troian,calmera,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
2228,Knoms,calmera,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
2229,Kord Slayer,calmera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
2230,Kurk Archer,calmera,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
2231,Lady Auntt,calmera,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
2232,Lady Pulguinha,calmera,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
2233,Lako Knight,calmera,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
2234,Lakohutt,calmera,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
2235,Leferty,calmera,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
2236,Lefi,calmera,Distance Fighting,royal paladin,141,2026-01-26 19:04:26.054883
2237,Limonkvil,calmera,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
2238,Loli Insane,calmera,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
2239,Loub,calmera,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
2240,Lucas Hills,calmera,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
2241,Luziadas,calmera,Club Fighting,elite knight,135,2026-01-26 19:04:26.054883
2242,Ma master of the dragons,calmera,Distance Fighting,paladin,134,2026-01-26 19:04:26.054883
2243,Maezona,calmera,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
2244,Magmatig,calmera,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
2245,Mara Blau,calmera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2246,Maria Tereza,calmera,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
2247,Masterzin,calmera,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
2248,Metall chaos,calmera,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
2249,Mike-Barton,calmera,Magic Level,sorcerer,131,2026-01-26 19:04:26.054883
2250,Mister Rage,calmera,Club Fighting,elite knight,131,2026-01-26 19:04:26.054883
2251,Mohamed-Medo,calmera,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
2252,Monkidory,calmera,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
2253,Nestoples,calmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2254,Nydraina Pous,calmera,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
2255,Oliver the Pureblood,calmera,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
2256,Onix Knight,calmera,Shielding,elite knight,123,2026-01-26 19:04:26.054883
2257,Onix the spy,calmera,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
2258,Papi Llama,calmera,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
2259,Phingur,calmera,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
2260,Queen Maary,calmera,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
2261,Quic Delirious,calmera,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
2262,Revnost,calmera,Club Fighting,knight,129,2026-01-26 19:04:26.054883
2263,Roc ky,calmera,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
2264,Roonay,calmera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2265,Roy Belmonth,calmera,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
2266,Rumpie,calmera,Axe Fighting,elite knight,139,2026-01-26 19:04:26.054883
2267,Ryu Souljiro,calmera,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
2268,Samusziinho,calmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2269,Shadow mirage,calmera,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
2270,Shakespear,calmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2271,Sigma Rigs,calmera,Magic Level,master sorcerer,142,2026-01-26 19:04:26.054883
2272,Sir Bemloko,calmera,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
2273,Sir Dan,calmera,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
2274,Skull Sagaz,calmera,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
2275,Soujiro,calmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2276,Soul Xav,calmera,Shielding,knight,125,2026-01-26 19:04:26.054883
2277,Sytryum,calmera,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
2278,Tanque Blindado,calmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
2279,Tengfei,calmera,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
2280,Teroks,calmera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
2281,Thorzor,calmera,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
